id_venda,id_cliente,id_produto,canal_venda,valor,data_venda
565,1885,25,Loja Física,4044.48,2024-11-22
566,2766,17,Revendedor,7735.42,2023-11-21
567,4019,30,Loja Física,5888.9,2023-10-10
568,2886,11,Loja Física,5790.48,2021-04-04
569,4001,12,Loja Online,4239.16,2023-09-20
570,609,53,Loja Online,6138.28,2025-07-15
571,3379,9,Loja Física,636.95,2022-04-05
572,1238,1,Loja Física,4095.29,2021-06-23
573,3058,4,Revendedor,5308.35,2025-07-13
574,129,1,Revendedor,193.62,2024-08-30
575,2251,35,Marketplace,235.43,2025-04-25
576,3528,52,Loja Física,945.43,2022-04-04
577,790,34,Loja Física,2003.65,2023-11-28
578,4313,17,Marketplace,2211.87,2024-11-10
579,3252,6,Marketplace,7678.45,2023-02-24
580,3761,37,Loja Física,7922.84,2022-05-28
581,1851,20,Loja Online,5264.51,2024-07-19
582,260,6,Revendedor,3096.19,2021-04-08
583,3900,4,Loja Online,5652.48,2023-09-21
584,678,32,Revendedor,5194.77,2022-02-22
585,2714,37,Loja Online,7168.85,2024-01-19
586,349,15,Loja Física,7220.06,2022-12-28
587,3896,18,Loja Online,7400.86,2025-06-20
588,2297,35,Loja Online,1516.9,2021-12-24
589,2577,2,Loja Física,4737.59,2020-11-06
590,3263,5,Marketplace,1383.36,2022-10-03
591,1970,37,Revendedor,5448.58,2024-10-08
592,2718,25,Loja Física,6344.93,2023-01-30
593,643,33,Marketplace,524.2,2025-06-10
594,3581,15,Loja Online,2790.68,2022-11-03
595,3250,50,Marketplace,334.04,2023-02-16
596,2240,51,Revendedor,3975.77,2022-06-01
597,2915,36,Revendedor,3511.6,2023-03-23
598,3114,6,Marketplace,6404.64,2022-12-17
599,603,6,Marketplace,1318.35,2023-06-01
600,1264,48,Revendedor,2601.76,2021-01-25
601,873,6,Loja Online,7549.39,2025-01-24
602,3644,24,Marketplace,907.63,2023-09-03
603,716,12,Revendedor,3645.87,2022-10-27
604,4198,27,Loja Online,307.47,2023-12-17
605,2900,36,Loja Online,4815.7,2025-07-18
606,2658,25,Loja Online,2405.59,2023-04-19
607,3177,50,Loja Online,5826.27,2021-12-21
608,1989,37,Loja Física,5514.0,2023-03-13
609,1389,9,Marketplace,2478.94,2021-09-24
610,4040,10,Loja Online,1420.94,2023-08-18
611,2261,27,Marketplace,3925.43,2021-06-22
612,631,24,Marketplace,7559.36,2022-12-08
613,4062,39,Loja Física,3717.11,2021-10-21
614,1110,20,Loja Online,7595.71,2024-04-18
615,2722,40,Revendedor,6452.2,2022-08-18
616,2700,29,Marketplace,3501.87,2024-11-28
617,1116,20,Marketplace,4865.37,2022-10-30
618,1646,31,Marketplace,1503.33,2025-05-27
619,3263,21,Marketplace,5905.51,2024-03-28
620,4023,37,Loja Física,2674.5,2025-04-21
621,2297,53,Revendedor,2983.62,2025-04-20
622,1637,38,Loja Física,5485.53,2022-03-14
623,221,47,Revendedor,7549.5,2024-04-17
624,1718,29,Marketplace,6667.13,2022-02-06
625,567,53,Revendedor,5416.52,2023-12-20
626,1141,41,Marketplace,2011.97,2023-02-26
627,1263,46,Revendedor,6333.71,2023-01-25
628,606,29,Revendedor,4699.73,2023-09-06
629,4151,45,Revendedor,4394.8,2023-02-04
630,2946,45,Loja Online,964.02,2021-01-23
631,2034,43,Marketplace,1414.07,2023-04-02
632,363,37,Revendedor,7737.81,2024-05-25
633,2717,51,Revendedor,936.96,2022-02-09
634,808,17,Loja Física,4134.34,2022-12-05
635,4250,36,Loja Física,3621.65,2025-02-24
636,3205,30,Loja Física,2825.24,2022-09-13
637,202,31,Loja Online,2433.91,2024-08-26
638,704,8,Loja Física,2851.8,2022-07-19
639,2811,30,Loja Física,4216.81,2023-01-01
640,2854,31,Loja Online,3561.51,2021-03-07
641,3707,21,Loja Online,2472.09,2023-08-28
642,943,2,Marketplace,5218.96,2024-07-07
643,1347,48,Loja Física,4176.35,2023-12-10
644,1312,22,Revendedor,7671.85,2020-10-03
645,1900,52,Revendedor,5075.11,2025-06-14
646,1527,41,Revendedor,3225.1,2021-12-13
647,1617,29,Revendedor,3171.8,2023-02-08
648,1760,14,Marketplace,6043.37,2024-04-12
649,513,37,Loja Online,6416.07,2024-01-05
650,1532,24,Marketplace,1656.89,2024-06-11
651,934,17,Revendedor,4268.95,2025-06-01
652,2568,39,Revendedor,4929.34,2022-09-20
653,936,23,Marketplace,6779.59,2023-08-31
654,1414,53,Marketplace,7357.59,2022-03-15
655,695,44,Loja Física,2574.17,2022-12-14
656,1955,20,Loja Online,1546.05,2024-07-25
657,1159,33,Revendedor,3404.09,2023-12-31
658,1130,37,Revendedor,3442.01,2024-11-30
659,3987,41,Loja Física,4483.81,2022-11-24
660,4012,19,Loja Física,1578.08,2025-01-14
661,3695,40,Loja Online,6937.63,2023-07-17
662,79,32,Loja Física,1641.52,2021-04-19
663,3146,36,Revendedor,3332.16,2023-07-11
664,4029,27,Revendedor,3960.73,2025-05-04
665,678,37,Loja Online,6387.46,2025-03-02
666,1807,19,Loja Online,2271.34,2024-06-08
667,2365,11,Revendedor,4568.64,2023-05-06
668,4058,36,Loja Online,4624.44,2023-04-12
669,2195,50,Marketplace,4382.14,2021-07-07
670,341,49,Revendedor,4416.19,2025-08-26
671,3483,7,Loja Física,2451.9,2023-09-08
672,265,29,Marketplace,2853.76,2022-10-23
673,713,29,Loja Online,6227.49,2022-09-23
674,1942,14,Marketplace,6902.28,2025-05-25
675,3508,11,Loja Física,6300.31,2023-10-12
676,1696,52,Loja Online,4603.59,2021-01-24
677,2303,39,Loja Física,2656.86,2021-12-23
678,2398,19,Marketplace,7623.94,2023-03-18
679,4215,44,Loja Online,1171.15,2024-03-20
680,3372,4,Marketplace,6949.68,2023-07-11
681,1040,45,Loja Física,2072.45,2024-10-27
682,2639,16,Revendedor,3966.72,2022-12-23
683,2202,41,Revendedor,3063.86,2022-02-01
684,619,41,Loja Online,3282.52,2024-04-02
685,2280,45,Marketplace,3692.1,2024-12-25
686,3999,21,Loja Online,6964.37,2023-08-20
687,764,47,Revendedor,5115.24,2023-08-27
688,2935,5,Revendedor,1820.86,2024-01-29
689,3520,53,Loja Física,4008.25,2022-04-07
690,2645,19,Marketplace,4423.75,2021-03-09
691,1070,37,Revendedor,6327.6,2025-04-30
692,397,3,Loja Online,5046.82,2023-01-01
693,3765,2,Loja Online,7442.52,2022-04-13
694,1295,29,Revendedor,105.34,2023-03-25
695,3505,13,Loja Física,7068.97,2023-10-12
696,2473,11,Marketplace,837.39,2023-11-22
697,2953,17,Loja Online,3037.57,2024-08-07
698,1356,4,Revendedor,5042.27,2020-09-26
699,1919,28,Loja Online,5659.21,2021-02-02
700,9,14,Revendedor,715.72,2025-08-07
701,1853,34,Revendedor,173.37,2023-03-03
702,2815,53,Loja Online,7906.42,2021-10-01
703,3460,45,Loja Física,3873.83,2021-04-16
704,1876,25,Loja Online,5873.03,2025-05-29
705,840,7,Marketplace,3003.74,2023-12-15
706,2452,9,Revendedor,6210.34,2021-03-16
707,1091,42,Loja Física,640.45,2023-04-22
708,70,40,Loja Física,3576.79,2021-10-26
709,1746,41,Loja Física,7367.16,2024-09-25
710,3625,14,Loja Online,7183.08,2022-12-14
711,1147,49,Loja Online,4757.63,2024-11-12
712,3146,23,Revendedor,2584.58,2021-12-02
713,1146,16,Marketplace,5192.5,2020-10-20
714,2033,36,Marketplace,6253.86,2025-06-01
715,220,43,Marketplace,1723.02,2023-12-14
716,4175,13,Revendedor,2434.78,2021-02-26
717,448,51,Loja Física,4009.61,2021-09-11
718,924,16,Revendedor,5140.85,2025-05-19
719,582,34,Loja Online,7896.37,2023-03-22
720,2593,9,Revendedor,6900.43,2021-09-01
721,3448,24,Loja Física,6125.53,2024-11-26
722,598,2,Loja Online,208.97,2024-07-03
723,1768,3,Loja Online,7594.57,2022-04-17
724,3261,33,Marketplace,5065.71,2023-11-12
725,4105,50,Revendedor,3446.24,2021-06-07
726,3296,6,Loja Física,2292.0,2021-08-11
727,2539,6,Loja Física,7797.08,2022-12-03
728,1273,35,Marketplace,3186.78,2025-04-28
729,542,20,Revendedor,5866.67,2021-08-08
730,1955,4,Loja Física,781.08,2021-07-06
731,3560,8,Revendedor,4937.14,2025-03-06
732,451,20,Loja Física,1043.6,2024-09-20
733,1125,45,Loja Online,1394.28,2021-06-12
734,2841,34,Marketplace,1419.01,2021-04-19
735,1040,48,Marketplace,5890.19,2024-02-08
736,968,50,Loja Online,2746.59,2021-03-17
737,3518,18,Loja Online,2177.3,2025-05-17
738,632,32,Revendedor,4135.18,2023-08-29
739,455,32,Loja Física,3004.73,2025-04-03
740,2090,50,Loja Online,7164.72,2024-05-25
741,945,15,Loja Online,447.9,2023-03-31
742,101,16,Loja Online,3826.94,2022-08-14
743,3138,10,Loja Física,7456.16,2023-02-02
744,290,36,Revendedor,1873.67,2024-07-19
745,2034,27,Marketplace,2242.94,2022-11-13
746,639,37,Marketplace,1043.27,2024-08-28
747,432,12,Loja Física,6454.27,2021-12-09
748,377,26,Loja Online,7028.23,2024-12-09
749,2313,50,Marketplace,2685.68,2022-10-03
750,3742,1,Marketplace,1685.3,2022-01-21
751,2490,48,Loja Física,3765.02,2021-06-01
752,4042,50,Loja Física,5886.46,2025-03-10
753,2009,10,Loja Online,7465.94,2025-02-01
754,196,15,Marketplace,5123.94,2020-10-08
755,79,22,Loja Online,6095.54,2022-02-13
756,3083,48,Marketplace,921.2,2024-03-22
757,1952,27,Revendedor,7693.36,2021-11-05
758,1167,46,Marketplace,834.91,2024-01-11
759,1897,34,Revendedor,5636.69,2025-07-07
760,3052,30,Loja Online,4688.09,2023-07-10
761,4141,9,Revendedor,691.16,2021-08-13
762,511,28,Loja Física,1970.5,2023-09-10
763,2139,21,Revendedor,5635.73,2022-12-27
764,2673,21,Revendedor,2248.45,2024-10-18
765,612,13,Loja Física,6261.5,2021-09-13
766,893,10,Loja Online,1398.56,2025-06-21
767,3818,21,Revendedor,1053.82,2020-08-30
768,2936,50,Loja Física,3670.14,2025-04-20
769,3796,17,Loja Online,814.33,2020-11-28
770,2493,53,Loja Online,1798.66,2024-07-27
771,2686,10,Loja Online,5718.14,2024-04-21
772,2915,26,Loja Online,5449.75,2025-06-03
773,2132,53,Loja Física,345.55,2023-07-21
774,3313,29,Loja Física,848.33,2022-07-23
775,835,52,Loja Física,1059.48,2024-11-19
776,506,50,Loja Física,1132.65,2021-03-24
777,3282,24,Loja Online,4700.36,2025-06-30
778,2121,53,Loja Online,272.22,2021-12-16
779,529,13,Revendedor,6493.46,2023-08-02
780,754,52,Marketplace,1067.97,2022-07-08
781,3777,4,Loja Física,7400.64,2022-06-01
782,3549,53,Revendedor,4019.4,2021-04-01
783,3136,44,Revendedor,1465.18,2022-12-24
784,1759,12,Marketplace,2310.85,2025-02-24
785,1218,3,Loja Física,5213.5,2023-08-01
786,4087,27,Revendedor,581.73,2022-03-31
787,2292,25,Loja Física,3411.96,2022-03-26
788,4308,16,Loja Online,7916.29,2021-01-06
789,2942,31,Revendedor,2817.87,2023-01-12
790,4116,21,Revendedor,2236.44,2023-03-17
791,214,21,Loja Física,331.5,2024-07-06
792,2302,4,Revendedor,4282.52,2024-08-12
793,1907,11,Loja Online,2058.07,2025-05-28
794,1976,18,Loja Online,6135.99,2023-10-21
795,1798,37,Revendedor,2902.96,2021-06-19
796,1424,12,Loja Física,4780.9,2021-05-24
797,2940,38,Loja Online,5657.28,2022-06-30
798,2881,37,Loja Física,4548.56,2022-07-19
799,1543,52,Revendedor,4382.78,2022-07-06
800,1439,32,Loja Online,813.03,2023-05-03
801,1906,39,Loja Física,257.43,2023-01-12
802,3916,1,Marketplace,7351.38,2025-08-08
803,1651,52,Loja Física,2792.0,2025-06-19
804,1454,52,Marketplace,570.49,2022-02-28
805,1211,38,Loja Física,6217.5,2024-01-30
806,4312,24,Loja Online,3051.37,2025-04-12
807,3241,38,Loja Online,2758.83,2024-09-18
808,2643,9,Loja Física,5885.58,2022-11-27
809,3579,51,Revendedor,5228.52,2023-12-17
810,1428,46,Marketplace,1863.57,2023-06-11
811,1437,25,Marketplace,5898.56,2024-02-24
812,2413,9,Loja Física,5857.76,2023-11-08
813,3208,50,Loja Online,1538.45,2024-09-09
814,2607,52,Loja Física,5153.21,2022-09-12
815,853,32,Loja Física,2716.23,2025-04-06
816,638,16,Marketplace,7860.8,2024-09-02
817,1376,41,Loja Online,6591.13,2024-07-12
818,2751,29,Loja Online,2195.18,2020-12-22
819,2045,45,Loja Online,2868.8,2021-03-29
820,886,47,Loja Online,480.36,2022-05-11
821,3590,47,Revendedor,7755.9,2023-07-10
822,3392,32,Revendedor,2874.73,2021-06-23
823,3075,7,Revendedor,6330.97,2024-10-24
824,1848,11,Revendedor,682.3,2023-09-21
825,274,19,Loja Online,2617.86,2023-01-01
826,858,5,Marketplace,1443.83,2024-09-23
827,3076,11,Loja Online,4421.67,2022-08-25
828,763,22,Revendedor,5665.59,2023-01-27
829,3534,42,Loja Física,4897.81,2022-02-18
830,3557,11,Loja Online,899.94,2024-01-17
831,1684,13,Revendedor,5607.85,2025-05-26
832,2174,43,Marketplace,2449.47,2025-06-26
833,786,4,Revendedor,4616.98,2024-10-19
834,4022,10,Loja Online,2950.55,2024-05-16
835,3503,6,Marketplace,6608.79,2023-03-07
836,3935,13,Loja Online,303.31,2021-04-04
837,1400,41,Marketplace,7818.76,2024-05-25
838,3880,8,Marketplace,6300.52,2021-05-24
839,3858,32,Marketplace,819.98,2025-03-23
840,3175,12,Marketplace,7095.39,2021-04-08
841,3027,12,Revendedor,452.47,2024-12-09
842,3603,30,Marketplace,1887.31,2022-06-09
843,2201,37,Loja Online,1293.93,2021-11-30
844,793,6,Marketplace,6484.62,2022-09-11
845,3392,49,Loja Física,4473.46,2021-02-21
846,3172,53,Revendedor,7728.46,2023-06-21
847,3890,37,Loja Física,3862.47,2021-07-30
848,647,26,Loja Online,4066.6,2022-07-30
849,4234,52,Loja Física,1050.23,2023-12-09
850,3679,12,Loja Física,7780.1,2025-02-03
851,1579,9,Loja Online,3444.66,2025-07-09
852,3567,13,Loja Física,6689.45,2023-07-04
853,2113,21,Loja Online,787.52,2022-01-08
854,3256,36,Marketplace,6867.33,2023-07-08
855,4258,30,Loja Online,6313.75,2022-07-31
856,4281,51,Revendedor,988.9,2021-06-21
857,1226,10,Loja Online,7406.93,2020-10-28
858,828,51,Marketplace,6953.05,2021-03-15
859,2817,27,Marketplace,3126.04,2023-06-10
860,3978,37,Revendedor,395.98,2022-01-28
861,2257,26,Loja Física,4984.13,2024-08-05
862,3291,3,Revendedor,7127.64,2021-12-07
863,2716,45,Loja Física,489.4,2021-01-28
864,3893,18,Marketplace,259.84,2023-08-09
865,2483,20,Marketplace,6758.49,2024-02-10
866,805,15,Loja Física,2473.8,2022-04-14
867,3630,50,Marketplace,2228.42,2023-08-16
868,3415,39,Loja Online,1584.69,2024-07-18
869,1732,53,Revendedor,5953.46,2023-02-06
870,4232,24,Loja Online,4170.63,2021-11-28
871,1303,5,Marketplace,5705.6,2022-02-24
872,3305,9,Loja Online,1472.53,2024-04-20
873,1645,4,Loja Física,361.26,2021-05-13
874,415,24,Loja Física,2264.42,2020-10-21
875,3803,33,Revendedor,5119.74,2024-11-11
876,1015,44,Loja Online,2011.31,2023-10-07
877,4005,39,Revendedor,1502.91,2021-12-11
878,3888,38,Marketplace,2819.57,2024-05-06
879,2119,48,Loja Online,2352.05,2020-10-15
880,3167,4,Loja Física,6845.19,2024-06-24
881,1756,15,Loja Física,5453.79,2025-01-08
882,2205,42,Revendedor,4154.92,2024-02-23
883,73,31,Loja Física,5214.24,2021-05-25
884,70,15,Marketplace,4905.92,2020-12-03
885,2503,46,Marketplace,3448.07,2023-11-22
886,3085,23,Revendedor,2090.79,2023-11-03
887,3824,20,Revendedor,4717.45,2022-04-17
888,61,33,Marketplace,4535.51,2024-09-12
889,2316,20,Loja Online,3905.73,2024-11-08
890,2755,18,Marketplace,6905.78,2022-07-05
891,2140,42,Marketplace,1588.04,2025-06-25
892,4238,49,Loja Física,7207.53,2024-01-17
893,3311,43,Marketplace,5477.97,2021-11-03
894,209,42,Revendedor,7980.01,2022-11-28
895,2126,27,Revendedor,3167.37,2025-01-09
896,290,38,Loja Física,2811.02,2023-08-11
897,1822,44,Revendedor,7261.56,2023-06-26
898,2937,33,Marketplace,6778.81,2025-07-22
899,1484,19,Loja Online,3819.17,2022-07-03
900,2119,47,Loja Física,7580.69,2024-10-06
901,2750,42,Loja Online,1855.8,2023-02-22
902,1830,48,Marketplace,3421.73,2021-04-01
903,2715,24,Marketplace,4726.01,2025-03-13
904,3800,8,Revendedor,524.05,2021-07-16
905,584,31,Loja Física,4053.77,2021-06-25
906,3127,34,Marketplace,3363.55,2023-03-09
907,1236,9,Loja Física,2807.09,2025-01-28
908,3749,10,Marketplace,6912.91,2025-04-12
909,1478,50,Loja Online,3951.89,2021-08-12
910,1449,21,Loja Online,137.24,2024-05-29
911,2241,14,Loja Física,4652.6,2024-03-10
912,1298,32,Loja Online,1122.31,2024-12-31
913,3553,41,Revendedor,3286.81,2021-03-17
914,3911,25,Loja Online,398.03,2025-03-28
915,1634,47,Marketplace,7605.54,2022-02-03
916,2640,49,Loja Física,241.54,2021-12-19
917,34,41,Loja Física,1887.5,2024-02-14
918,2821,20,Loja Física,911.39,2022-02-12
919,4124,38,Marketplace,1419.46,2023-06-19
920,375,20,Marketplace,3701.82,2023-02-22
921,4263,39,Marketplace,3525.96,2022-11-25
922,1097,22,Revendedor,2938.08,2021-12-11
923,1544,11,Revendedor,251.09,2022-03-30
924,1838,47,Loja Física,1768.4,2021-02-07
925,180,38,Loja Física,1072.98,2021-09-21
926,307,25,Marketplace,6192.87,2024-09-24
927,399,39,Loja Online,5329.56,2023-06-19
928,162,4,Loja Online,3392.53,2023-01-02
929,3116,8,Marketplace,3847.73,2021-01-20
930,1255,14,Loja Online,2478.82,2023-05-10
931,828,43,Marketplace,5020.1,2024-11-27
932,1124,27,Loja Online,4141.52,2022-08-10
933,965,19,Loja Online,6299.6,2023-01-18
934,4078,13,Loja Física,6245.88,2022-11-18
935,4286,13,Marketplace,5657.15,2023-05-26
936,2420,11,Loja Online,4430.3,2022-11-29
937,1702,45,Revendedor,2711.77,2021-05-20
938,23,1,Loja Online,7264.35,2022-06-03
939,4048,10,Loja Online,6258.26,2025-07-28
940,615,47,Loja Online,7247.76,2024-08-25
941,1894,30,Marketplace,2186.59,2021-02-01
942,411,7,Loja Física,7005.71,2021-12-02
943,2381,24,Marketplace,3465.36,2023-01-15
944,950,7,Loja Online,176.41,2021-12-30
945,1134,43,Loja Física,2696.42,2020-12-06
946,3586,40,Marketplace,7039.96,2020-09-03
947,762,24,Marketplace,1544.67,2024-01-02
948,3284,26,Revendedor,2247.48,2020-09-03
949,3160,45,Revendedor,6419.2,2023-05-04
950,1367,8,Loja Física,5599.74,2022-09-01
951,481,11,Loja Online,3386.62,2023-06-28
952,3955,52,Revendedor,1531.96,2025-02-19
953,3111,50,Marketplace,4929.73,2022-09-26
954,1071,31,Revendedor,992.21,2021-07-24
955,3370,29,Loja Online,600.35,2024-01-14
956,2575,1,Loja Física,7825.37,2023-11-28
957,2772,34,Loja Online,3519.5,2025-01-24
958,2037,31,Marketplace,5343.31,2021-04-21
959,3153,10,Loja Online,191.99,2024-11-23
960,1286,33,Revendedor,6829.78,2022-04-20
961,1355,5,Revendedor,2633.01,2024-06-08
962,2711,18,Loja Online,4104.74,2021-10-04
963,3102,26,Loja Física,722.76,2022-01-01
964,3639,52,Revendedor,795.36,2022-01-21
965,4084,29,Marketplace,1037.78,2022-08-16
966,4075,48,Loja Online,910.88,2025-06-03
967,3378,3,Loja Online,6624.68,2022-10-27
968,2496,33,Loja Física,5271.31,2025-01-27
969,3738,22,Marketplace,6619.96,2025-04-10
970,1827,30,Marketplace,4525.19,2021-11-06
971,3876,46,Marketplace,5755.72,2023-12-26
972,935,7,Loja Física,117.36,2025-04-23
973,2910,41,Marketplace,4426.76,2023-08-25
974,3063,45,Loja Online,461.65,2024-08-14
975,1345,32,Loja Física,6592.53,2024-04-09
976,3353,7,Marketplace,4925.73,2023-06-27
977,1537,8,Revendedor,1803.16,2023-02-07
978,1562,46,Marketplace,951.35,2024-05-03
979,3396,3,Loja Online,6199.95,2021-03-26
980,3691,30,Loja Física,7714.45,2021-09-26
981,36,34,Loja Online,4470.49,2023-12-07
982,3546,38,Revendedor,7402.53,2025-02-02
983,1452,45,Loja Física,5870.91,2023-06-12
984,1052,7,Revendedor,5294.42,2021-05-26
985,2637,33,Revendedor,3407.45,2025-07-22
986,2034,18,Revendedor,7712.39,2023-01-03
987,2410,29,Loja Física,1191.62,2020-11-06
988,4197,20,Marketplace,5723.81,2024-02-13
989,1781,13,Loja Física,5030.92,2021-04-06
990,2381,44,Marketplace,7377.41,2020-11-14
991,1087,46,Loja Física,4080.76,2025-04-23
992,2641,46,Loja Online,6110.12,2022-03-26
993,3936,38,Revendedor,5426.52,2023-10-28
994,2343,28,Loja Online,4229.57,2024-09-14
995,208,25,Loja Física,519.21,2022-07-23
996,464,13,Marketplace,6026.46,2025-03-05
997,1319,19,Marketplace,1256.78,2025-06-09
998,509,45,Marketplace,1711.61,2024-07-25
999,265,23,Revendedor,909.59,2024-07-10
1000,1838,48,Revendedor,1977.0,2023-08-23
1001,2357,45,Loja Online,7419.23,2022-05-11
1002,3175,27,Marketplace,7730.08,2021-11-23
1003,441,1,Marketplace,1704.39,2024-10-20
1004,3630,15,Marketplace,6065.35,2022-06-08
1005,1610,50,Loja Física,2424.0,2025-08-06
1006,1454,44,Loja Online,1577.11,2022-07-22
1007,1424,48,Loja Online,3079.87,2022-02-10
1008,3511,18,Marketplace,1127.53,2022-06-14
1009,2090,1,Marketplace,3784.02,2021-12-17
1010,1269,3,Loja Física,7436.16,2020-09-17
1011,417,50,Marketplace,3975.35,2022-04-22
1012,2934,5,Marketplace,4250.62,2024-01-16
1013,1507,34,Loja Online,6311.44,2024-03-26
1014,1306,27,Revendedor,826.37,2021-03-26
1015,1813,14,Marketplace,2715.43,2022-09-14
1016,2405,14,Revendedor,7973.39,2023-01-29
1017,73,8,Marketplace,3620.77,2022-03-18
1018,1998,3,Marketplace,3112.84,2021-03-13
1019,929,25,Marketplace,4367.87,2023-02-21
1020,2317,2,Marketplace,4163.04,2021-03-14
1021,4168,29,Revendedor,446.43,2025-03-03
1022,1578,21,Loja Online,7590.87,2025-08-25
1023,1372,50,Loja Online,5052.77,2020-11-04
1024,1727,43,Loja Física,6933.11,2021-05-17
1025,3476,7,Loja Física,4348.26,2021-06-25
1026,3566,42,Loja Online,6000.44,2023-09-06
1027,1260,2,Revendedor,5763.26,2021-12-09
1028,311,6,Loja Online,528.72,2022-07-17
1029,2064,36,Loja Online,4642.2,2023-05-05
1030,1865,17,Revendedor,3165.46,2025-07-10
1031,3314,28,Marketplace,233.44,2021-01-21
1032,970,35,Loja Online,5167.24,2024-10-06
1033,519,49,Loja Online,5636.97,2022-07-05
1034,595,23,Loja Online,2389.71,2023-09-02
1035,2469,39,Loja Online,2323.99,2023-09-17
1036,3586,25,Revendedor,6594.77,2023-08-12
1037,253,31,Loja Física,4314.4,2024-03-21
1038,1118,48,Revendedor,6394.49,2024-08-15
1039,2417,41,Loja Física,2454.65,2020-12-13
1040,3057,1,Loja Física,1073.56,2023-11-14
1041,42,37,Revendedor,4343.5,2024-03-08
1042,698,20,Loja Física,6011.54,2025-02-08
1043,2817,14,Revendedor,7254.46,2022-04-27
1044,4199,10,Loja Física,1553.54,2021-09-01
1045,2071,13,Loja Online,1532.73,2022-03-13
1046,446,49,Revendedor,5192.93,2023-10-08
1047,600,19,Loja Online,2080.43,2022-01-21
1048,1618,47,Revendedor,7617.17,2022-11-02
1049,2926,9,Loja Física,890.36,2022-05-31
1050,572,13,Marketplace,3938.3,2024-01-30
1051,2690,40,Marketplace,5578.32,2022-08-07
1052,1249,37,Marketplace,6480.83,2021-07-31
1053,3509,11,Loja Online,2574.4,2021-06-06
1054,1815,46,Revendedor,2285.77,2023-12-11
1055,2945,9,Marketplace,7035.3,2022-04-18
1056,3792,29,Marketplace,6220.66,2025-07-28
1057,3990,36,Loja Online,1488.58,2025-01-21
1058,672,18,Loja Física,7141.25,2024-11-11
1059,1610,17,Loja Online,5846.66,2021-03-30
1060,153,33,Loja Online,6519.87,2022-12-10
1061,3319,50,Loja Física,7259.8,2024-08-21
1062,2135,35,Revendedor,5265.87,2024-06-11
1063,1218,24,Revendedor,1864.12,2024-05-05
1064,2384,9,Revendedor,4058.87,2021-04-30
1065,742,26,Marketplace,4067.12,2020-11-12
1066,1957,52,Loja Física,6081.93,2025-02-27
1067,1150,29,Loja Física,1515.25,2022-12-15
1068,1198,48,Revendedor,7519.48,2024-02-09
1069,332,15,Revendedor,1930.82,2024-01-23
1070,2166,24,Loja Física,438.19,2024-11-05
1071,1694,34,Marketplace,3165.94,2024-09-04
1072,3725,3,Loja Online,7846.66,2024-07-13
1073,2655,7,Marketplace,6695.49,2024-08-04
1074,2158,38,Loja Física,3075.61,2020-09-22
1075,3101,24,Loja Online,4181.64,2020-12-24
1076,3083,15,Revendedor,2887.89,2021-03-12
1077,2827,32,Revendedor,7108.66,2021-10-29
1078,55,33,Loja Física,3575.2,2023-11-25
1079,1885,5,Marketplace,1770.99,2021-10-29
1080,1532,11,Marketplace,4855.96,2022-04-26
1081,970,43,Loja Física,3375.45,2024-09-19
1082,2706,47,Loja Online,3903.98,2021-05-31
1083,3923,31,Loja Física,4767.25,2024-09-13
1084,3367,2,Loja Física,440.84,2022-06-27
1085,1320,9,Loja Online,7137.3,2025-02-03
1086,1204,4,Loja Física,2140.25,2023-07-12
1087,1475,34,Revendedor,4834.92,2021-02-16
1088,153,47,Marketplace,7583.31,2023-09-29
1089,1775,29,Revendedor,6951.69,2022-12-30
1090,1398,15,Revendedor,4846.63,2021-05-23
1091,1490,40,Marketplace,1425.0,2021-07-05
1092,2808,30,Loja Online,1915.53,2023-11-05
1093,3158,9,Loja Online,230.84,2025-06-08
1094,4283,33,Revendedor,6629.46,2021-05-26
1095,789,12,Revendedor,7222.7,2025-04-21
1096,320,51,Loja Online,836.2,2024-02-28
1097,1068,39,Loja Online,7186.05,2021-12-20
1098,3535,34,Revendedor,3025.98,2023-04-03
1099,356,45,Revendedor,1912.94,2024-04-02
1100,3950,51,Revendedor,2869.09,2021-11-17
1101,801,28,Loja Física,2110.69,2023-11-15
1102,1905,6,Marketplace,4826.51,2025-08-05
1103,3348,17,Loja Física,143.21,2022-09-23
1104,59,37,Loja Online,4206.12,2024-06-09
1105,3073,42,Loja Física,5533.36,2021-07-25
1106,2588,27,Marketplace,942.01,2021-07-03
1107,3491,42,Marketplace,2164.29,2025-06-18
1108,3470,37,Marketplace,4933.86,2021-12-20
1109,3256,49,Loja Física,3364.5,2023-12-09
1110,3953,12,Marketplace,4516.84,2024-07-07
1111,3963,17,Marketplace,4663.44,2024-11-27
1112,3262,48,Loja Física,6854.49,2023-09-17
1113,976,48,Loja Física,3628.1,2025-07-11
1114,1326,7,Loja Física,4115.91,2024-11-08
1115,2773,52,Loja Online,1369.83,2023-09-23
1116,44,52,Loja Online,6603.72,2025-08-01
1117,3864,39,Revendedor,796.31,2022-06-04
1118,2156,15,Marketplace,732.31,2024-06-24
1119,310,47,Revendedor,7452.41,2021-02-04
1120,3283,40,Marketplace,5721.69,2024-12-22
1121,471,50,Loja Física,5158.3,2025-02-10
1122,3597,1,Loja Física,6819.48,2023-06-20
1123,4245,19,Loja Física,365.51,2023-02-13
1124,4183,34,Loja Física,4960.0,2022-03-11
1125,296,24,Loja Física,5274.65,2023-12-13
